,Cidade,Area,Quartos,Banheiros,Vagas Garagem,Andar,Animal,Mobiliado,Condominio,Aluguel,IPTU,Seguro Incendio,Total
450,True,,0,0,0,,True,True,"R$2,100","R$6,600",R$375,R$84,"R$9,159"
451,True,,0,0,0,,True,True,"R$1,200","R$3,248",R$384,R$42,"R$4,874"
452,True,,0,0,0,,True,True,R$0,"R$7,450",R$167,R$112,"R$7,729"
453,True,,0,0,0,,True,True,R$20,"R$1,200",R$25,R$19,"R$1,264"
454,True,,0,0,0,,True,True,R$0,"R$9,265",R$525,R$140,"R$9,930"
455,True,,0,0,0,,True,True,"R$2,200","R$3,300",R$559,R$42,"R$6,101"
456,True,,0,0,0,,True,True,R$460,"R$3,300",R$157,R$42,"R$3,959"
457,True,,0,0,0,,True,True,R$250,R$970,R$42,R$13,"R$1,275"
458,True,,0,0,0,,True,True,R$0,"R$2,500",R$84,R$38,"R$2,622"
459,True,,0,0,0,,True,True,"R$2,200","R$8,650",R$0,R$110,"R$10,960"
460,True,,0,0,0,,True,True,R$0,"R$15,000","R$8,750",R$226,"R$23,980"
461,True,,0,0,0,,True,True,Incluso,"R$5,000",R$590,R$76,"R$5,666"
462,True,,0,0,0,,True,True,R$475,"R$3,150",R$0,R$23,"R$3,648"
463,True,,0,0,0,,True,True,R$897,"R$3,500",R$0,R$45,"R$4,442"
464,True,,0,0,0,,True,True,"R$1,400","R$1,760",R$383,R$23,"R$3,566"
465,True,,0,0,0,,True,True,"R$1,236","R$4,200",R$251,R$54,"R$5,741"
466,True,,0,0,0,,True,True,"R$1,830","R$7,000",R$495,R$89,"R$9,414"
467,True,,0,0,0,,True,True,"R$3,000","R$11,000",R$142,R$140,"R$14,280"
468,True,,0,0,0,,True,True,R$498,"R$1,317",R$25,R$17,"R$1,857"
469,True,,0,0,0,,True,True,"R$3,300","R$8,000","R$1,000",R$102,"R$12,400"
470,True,,0,0,0,,True,True,"R$1,500","R$2,099",R$250,R$27,"R$3,876"
471,True,,0,0,0,,True,True,"R$1,700","R$4,500",R$573,R$58,"R$6,831"
472,True,,0,0,0,,True,True,R$0,"R$3,000",R$0,R$39,"R$3,039"
473,True,,0,0,0,,True,True,"R$1,317","R$2,576",R$230,R$10,"R$4,133"
474,True,,0,0,0,,True,True,R$254,R$600,R$92,R$8,R$954
475,True,,0,0,0,,True,True,R$630,"R$3,700",R$0,R$47,"R$4,377"
476,True,,0,0,0,,True,True,R$700,"R$1,250",R$150,R$16,"R$2,116"
477,True,,0,0,0,,True,True,"R$5,800","R$5,500","R$1,500",R$70,"R$12,870"
478,True,,0,0,0,,True,True,R$380,"R$2,300",R$100,R$30,"R$2,810"
479,True,,0,0,0,,True,True,R$100,"R$1,600",R$0,R$21,"R$1,721"
480,True,,0,0,0,,True,True,R$500,"R$6,000",R$500,R$91,"R$7,091"
481,True,,0,0,0,,True,True,R$0,"R$14,000",R$834,R$178,"R$15,010"
482,True,,0,0,0,,True,True,"R$1,590","R$1,899",R$198,R$5,"R$3,692"
483,True,,0,0,0,,True,True,Sem info,"R$3,000",R$150,R$46,"R$3,196"
484,True,,0,0,0,,True,True,R$560,"R$3,450",R$0,R$13,"R$4,023"
485,True,,0,0,0,,True,True,R$900,"R$3,000",R$67,R$39,"R$4,006"
486,True,,0,0,0,,True,True,"R$2,400","R$4,500",R$900,R$58,"R$7,858"
487,True,,0,0,0,,True,True,R$100,"R$1,350",R$0,R$18,"R$1,468"
488,True,,0,0,0,,True,True,R$0,"R$5,000","R$4,247",R$76,"R$9,323"
489,True,,0,0,0,,True,True,R$550,R$580,R$43,R$8,"R$1,181"
490,True,,0,0,0,,True,True,"R$1,650","R$7,400",R$0,R$94,"R$9,144"
491,True,,0,0,0,,True,True,R$610,"R$1,600",R$89,R$21,"R$2,320"
492,True,,0,0,0,,True,True,R$100,"R$1,350",R$0,R$18,"R$1,468"
493,True,,0,0,0,,True,True,R$0,"R$15,000","R$1,917",R$226,"R$17,140"
494,True,,0,0,0,,True,True,"R$1,350","R$5,500",R$200,R$70,"R$7,120"
495,True,,0,0,0,,True,True,"R$7,000","R$12,500","R$3,084",R$159,"R$22,740"
496,True,,0,0,0,,True,True,"R$2,900","R$9,350",R$917,R$119,"R$13,290"
497,True,,0,0,0,,True,True,R$392,R$800,R$320,R$11,"R$1,523"
498,True,,0,0,0,,True,True,"R$2,700","R$7,000","R$1,167",R$89,"R$10,960"
499,True,,0,0,0,,True,True,"R$1,050","R$4,000",R$240,R$51,"R$5,341"
500,True,,0,0,0,,True,True,R$0,"R$6,800",R$966,R$103,"R$7,869"
501,True,,0,0,0,,True,True,R$967,"R$1,400",R$176,R$18,"R$2,561"
502,True,,0,0,0,,True,True,R$500,"R$1,230",R$42,R$16,"R$1,788"
503,True,,0,0,0,,True,True,"R$2,800","R$10,330",R$286,R$131,"R$13,550"
504,True,,0,0,0,,True,True,R$993,"R$5,600",R$75,R$71,"R$6,739"
505,True,,0,0,0,,True,True,R$987,"R$2,800",R$208,R$36,"R$4,031"
506,True,,0,0,0,,True,True,Incluso,"R$1,450",R$0,R$19,"R$1,469"
507,True,,0,0,0,,True,True,R$430,"R$2,300",R$0,R$30,"R$2,760"
508,True,,0,0,0,,True,True,R$410,"R$2,500",R$0,R$32,"R$2,942"
509,True,,0,0,0,,True,True,R$900,"R$5,700",R$212,R$73,"R$6,885"
510,True,,0,0,0,,True,True,R$578,"R$2,390",R$0,R$31,"R$2,999"
511,True,,0,0,0,,True,True,"R$1,663","R$4,500",R$584,R$58,"R$6,805"
512,True,,0,0,0,,True,True,"R$1,910","R$6,900",R$500,R$88,"R$9,398"
513,True,,0,0,0,,True,True,"R$2,870","R$10,000","R$1,119",R$127,"R$14,120"
514,True,,0,0,0,,True,True,"R$1,500","R$1,800",R$252,R$23,"R$3,575"
515,True,,0,0,0,,True,True,"R$1,250","R$3,500",R$209,R$45,"R$5,004"
516,True,,0,0,0,,True,True,"R$2,100","R$2,200",R$223,R$28,"R$4,551"
517,True,,0,0,0,,True,True,R$0,"R$2,400",R$0,R$37,"R$2,437"
518,True,,0,0,0,,True,True,"R$1,150","R$2,800",R$184,R$36,"R$4,170"
519,True,,0,0,0,,True,True,"R$1,257","R$2,950",R$195,R$38,"R$4,440"
520,True,,0,0,0,,True,True,"R$1,480","R$2,800",R$413,R$36,"R$4,729"
521,True,,0,0,0,,True,True,R$886,"R$1,500",R$0,R$20,"R$2,406"
522,True,,0,0,0,,True,True,"R$1,200","R$4,500",R$750,R$58,"R$6,508"
523,True,,0,0,0,,True,True,R$530,"R$2,500",R$0,R$32,"R$3,062"
524,True,,0,0,0,,True,True,"R$1,300","R$3,000",R$248,R$39,"R$4,587"
525,True,,0,0,0,,True,True,R$630,"R$1,800",R$25,R$23,"R$2,478"
526,True,,0,0,0,,True,True,"R$1,400","R$3,500",R$600,R$45,"R$5,545"
527,True,,0,0,0,,True,True,R$200,"R$1,299",R$84,R$17,"R$1,600"
528,True,,0,0,0,,True,True,"R$1,970","R$9,000",R$900,R$115,"R$11,990"
529,True,,0,0,0,,True,True,"R$3,033","R$2,890","R$1,398",R$37,"R$7,358"
530,True,,0,0,0,,True,True,R$0,"R$6,500",R$500,R$98,"R$7,098"
531,True,,0,0,0,,True,True,R$470,"R$1,550",R$70,R$20,"R$2,110"
532,True,,0,0,0,,True,True,"R$3,300","R$6,000",R$679,R$77,"R$10,060"
533,True,,0,0,0,,True,True,"R$1,200","R$4,500",R$417,R$58,"R$6,175"
534,True,,0,0,0,,True,True,R$640,"R$2,300",R$93,R$30,"R$3,063"
535,True,,0,0,0,,True,True,R$430,"R$1,290",R$47,R$17,"R$1,784"
536,True,,0,0,0,,True,True,"R$2,200","R$15,000",R$959,R$191,"R$18,350"
537,True,,0,0,0,,True,True,R$677,"R$1,100",R$63,R$14,"R$1,854"
538,True,,0,0,0,,True,True,R$0,"R$6,960","R$2,084",R$105,"R$9,149"
539,True,,0,0,0,,True,True,"R$3,400","R$5,500",R$870,R$70,"R$9,840"
540,True,,0,0,0,,True,True,"R$1,200","R$3,850",R$130,R$49,"R$5,229"
541,True,,0,0,0,,True,True,"R$4,200","R$7,225",R$642,R$92,"R$12,160"
542,True,,0,0,0,,True,True,R$490,R$750,R$37,R$10,"R$1,287"
543,True,,0,0,0,,True,True,R$552,"R$2,300",R$109,R$30,"R$2,991"
544,True,,0,0,0,,True,True,R$930,"R$3,500",R$253,R$45,"R$4,728"
545,True,,0,0,0,,True,True,Incluso,"R$1,600",R$25,R$25,"R$1,650"
546,True,,0,0,0,,True,True,R$620,"R$1,825",R$0,R$24,"R$2,469"
547,True,,0,0,0,,True,True,R$0,"R$4,619",R$559,R$70,"R$5,248"
548,True,,0,0,0,,True,True,"R$1,980","R$6,000",R$317,R$77,"R$8,374"
549,True,,0,0,0,,True,True,R$0,"R$1,300",R$80,R$20,"R$1,400"
550,True,,0,0,0,,True,True,R$790,"R$1,750",R$3,R$23,"R$2,566"
551,True,,0,0,0,,True,True,"R$1,859","R$8,000",R$566,R$102,"R$10,530"
552,True,,0,0,0,,True,True,"R$1,836","R$4,200",R$543,R$54,"R$6,633"
553,True,,0,0,0,,True,True,"R$4,364","R$3,200","R$2,506",R$41,"R$10,110"
554,True,,0,0,0,,True,True,R$500,"R$2,565",R$59,R$33,"R$3,157"
555,True,,0,0,0,,True,True,"R$4,350","R$6,593","R$1,830",R$84,"R$12,860"
556,True,,0,0,0,,True,True,"R$6,000","R$15,000","R$3,334",R$191,"R$24,530"
557,True,,0,0,0,,True,True,"R$2,075","R$4,320",R$391,R$55,"R$6,841"
558,True,,0,0,0,,True,True,"R$1,650","R$7,800",R$890,R$99,"R$10,440"
559,True,,0,0,0,,True,True,R$0,"R$7,500",R$459,R$113,"R$8,072"
560,True,,0,0,0,,True,True,R$980,"R$4,500",R$0,R$58,"R$5,538"
561,True,,0,0,0,,True,True,R$501,"R$1,800",R$0,R$23,"R$2,324"
562,True,,0,0,0,,True,True,"R$3,515","R$4,400",R$775,R$56,"R$8,746"
563,True,,0,0,0,,True,True,R$0,"R$4,000",R$455,R$61,"R$4,516"
564,True,,0,0,0,,True,True,"R$1,551","R$2,500",R$495,R$32,"R$4,578"
565,True,,0,0,0,,True,True,R$585,"R$1,395",R$0,R$6,"R$1,986"
566,True,,0,0,0,,True,True,"R$4,529","R$14,000","R$1,410",R$178,"R$20,120"
567,True,,0,0,0,,True,True,R$367,"R$1,700",R$84,R$22,"R$2,173"
568,True,,0,0,0,,True,True,R$958,"R$2,700",R$0,R$35,"R$3,693"
569,True,,0,0,0,,True,True,R$486,R$820,R$15,R$11,"R$1,332"
570,True,,0,0,0,,True,True,R$370,R$500,R$10,R$7,R$887
571,True,,0,0,0,,True,True,Sem info,"R$14,000","R$1,167",R$211,"R$15,380"
572,True,,0,0,0,,True,True,Incluso,"R$2,500",R$334,R$38,"R$2,872"
573,True,,0,0,0,,True,True,"R$1,250","R$2,000",R$230,R$26,"R$3,506"
574,True,,0,0,0,,True,True,"R$1,284","R$2,000",R$231,R$26,"R$3,541"
575,True,,0,0,0,,True,True,"R$1,215","R$8,000",R$250,R$102,"R$9,567"
576,True,,0,0,0,,True,True,"R$2,115","R$5,000",R$328,R$64,"R$7,507"
577,True,,0,0,0,,True,True,R$0,"R$7,500","R$1,084",R$113,"R$8,697"
578,True,,0,0,0,,True,True,R$800,"R$3,000",R$14,R$39,"R$3,853"
579,True,,0,0,0,,True,True,"R$1,000","R$11,000",R$133,R$140,"R$12,270"
580,True,,0,0,0,,True,True,"R$1,172","R$3,550",R$140,R$45,"R$4,907"
581,True,,0,0,0,,True,True,R$885,"R$2,000",R$130,R$26,"R$3,041"
582,True,,0,0,0,,True,True,"R$2,900","R$10,900","R$1,167",R$139,"R$15,110"
583,True,,0,0,0,,True,True,R$490,"R$1,500",R$42,R$20,"R$2,052"
584,True,,0,0,0,,True,True,R$350,"R$2,850",R$0,R$37,"R$3,237"
585,True,,0,0,0,,True,True,"R$4,085","R$8,000",R$570,R$102,"R$12,760"
586,True,,0,0,0,,True,True,R$0,"R$3,900",R$264,R$59,"R$4,223"
587,True,,0,0,0,,True,True,R$780,"R$3,500",R$324,R$45,"R$4,649"
588,True,,0,0,0,,True,True,"R$3,800","R$3,250","R$1,417",R$42,"R$8,509"
589,True,,0,0,0,,True,True,R$600,"R$1,150",R$67,R$16,"R$1,833"
590,True,,0,0,0,,True,True,R$257,"R$1,043",R$0,R$14,"R$1,314"
591,True,,0,0,0,,True,True,R$694,"R$1,700",R$128,R$22,"R$2,544"
592,True,,0,0,0,,True,True,R$520,"R$1,700",R$155,R$22,"R$2,397"
593,True,,0,0,0,,True,True,"R$1,343","R$3,974",R$71,R$51,"R$5,439"
594,True,,0,0,0,,True,True,R$589,"R$2,600",R$159,R$33,"R$3,381"
595,True,,0,0,0,,True,True,R$0,"R$5,500",R$250,R$83,"R$5,833"
596,True,,0,0,0,,True,True,R$670,R$640,R$200,R$9,"R$1,519"
597,True,,0,0,0,,True,True,"R$2,300","R$6,500",R$30,R$83,"R$8,913"
598,True,,0,0,0,,True,True,Incluso,"R$2,800",R$209,R$43,"R$3,052"
599,True,,0,0,0,,True,True,"R$1,715","R$7,700",R$470,R$98,"R$9,983"
600,True,,0,0,0,,True,True,"R$2,650","R$10,000",R$125,R$127,"R$12,900"
601,True,,0,0,0,,True,True,"R$1,200","R$8,000",R$604,R$102,"R$9,906"
602,True,,0,0,0,,True,True,R$650,"R$2,341",R$0,R$9,"R$3,000"
603,True,,0,0,0,,True,True,R$862,"R$1,300",R$100,R$17,"R$2,279"
604,True,,0,0,0,,True,True,"R$1,200","R$3,900",R$221,R$50,"R$5,371"
605,True,,0,0,0,,True,True,"R$3,200","R$8,000","R$1,167",R$102,"R$12,470"
606,True,,0,0,0,,True,True,R$631,"R$2,640",R$26,R$34,"R$3,331"
607,True,,0,0,0,,True,True,R$390,"R$3,698",R$7,R$47,"R$4,142"
608,True,,0,0,0,,True,True,R$678,"R$2,800",R$4,R$36,"R$3,518"
609,True,,0,0,0,,True,True,R$565,"R$2,000",R$60,R$26,"R$2,651"
610,True,,0,0,0,,True,True,R$0,"R$6,000",R$500,R$91,"R$6,591"
611,True,,0,0,0,,True,True,R$750,"R$3,400",R$100,R$44,"R$4,294"
612,True,,0,0,0,,True,True,"R$1,400","R$2,000",R$383,R$26,"R$3,809"
613,True,,0,0,0,,True,True,R$670,"R$1,200",R$121,R$16,"R$2,007"
614,True,,0,0,0,,True,True,"R$1,900","R$13,500",R$620,R$172,"R$16,190"
615,True,,0,0,0,,True,True,R$150,"R$3,142",R$67,R$40,"R$3,399"
616,True,,0,0,0,,True,True,R$450,R$500,R$14,R$7,R$971
617,True,,0,0,0,,True,True,R$0,"R$1,074",R$0,R$17,"R$1,091"
618,True,,0,0,0,,True,True,R$768,"R$2,600",R$66,R$33,"R$3,467"
619,True,,0,0,0,,True,True,"R$1,200","R$1,620",R$165,R$21,"R$3,006"
620,True,,0,0,0,,True,True,"R$1,400","R$2,450",R$475,R$32,"R$4,357"
621,True,,0,0,0,,True,True,"R$1,550","R$5,500",R$361,R$70,"R$7,481"
622,True,,0,0,0,,True,True,R$0,"R$8,000",R$575,R$121,"R$8,696"
623,True,,0,0,0,,True,True,R$600,"R$1,800",R$100,R$23,"R$2,523"
624,True,,0,0,0,,True,True,R$1,"R$3,000",R$167,R$46,"R$3,214"
625,True,,0,0,0,,True,True,"R$6,300","R$15,000","R$3,400",R$191,"R$24,890"
626,True,,0,0,0,,True,True,R$20,"R$1,200",R$25,R$19,"R$1,264"
627,True,,0,0,0,,True,True,"R$1,515","R$2,900",R$400,R$37,"R$4,852"
628,True,,0,0,0,,True,True,R$90,"R$7,200",R$238,R$109,"R$7,637"
629,True,,0,0,0,,True,True,R$700,"R$1,250",R$38,R$16,"R$2,004"
630,True,,0,0,0,,True,True,R$432,R$991,R$36,R$13,"R$1,472"
631,True,,0,0,0,,True,True,R$474,R$900,R$40,R$12,"R$1,426"
632,True,,0,0,0,,True,True,R$0,"R$6,800",R$392,R$103,"R$7,295"
633,True,,0,0,0,,True,True,R$870,"R$4,200",R$523,R$64,"R$5,657"
634,True,,0,0,0,,True,True,"R$1,980","R$6,672",R$417,R$85,"R$9,154"
635,True,,0,0,0,,True,True,R$0,"R$2,600",R$0,R$33,"R$2,633"
636,True,,0,0,0,,True,True,"R$1,200","R$2,350",R$151,R$30,"R$3,731"
637,True,,0,0,0,,True,True,R$0,"R$2,000",R$280,R$26,"R$2,306"
638,True,,0,0,0,,True,True,R$850,"R$6,000",R$250,R$77,"R$7,177"
639,True,,0,0,0,,True,True,R$500,"R$1,300",R$48,R$17,"R$1,865"
640,True,,0,0,0,,True,True,"R$1,179","R$3,500",R$205,R$45,"R$4,929"
641,True,,0,0,0,,True,True,"R$1,150","R$2,700",R$334,R$35,"R$4,219"
642,True,,0,0,0,,True,True,R$900,"R$6,500",R$89,R$83,"R$7,572"
643,True,,0,0,0,,True,True,R$0,"R$4,700",R$673,R$71,"R$5,444"
644,True,,0,0,0,,True,True,R$764,"R$4,000",R$134,R$51,"R$4,949"
645,True,,0,0,0,,True,True,"R$3,200","R$7,900",R$888,R$101,"R$12,090"
646,True,,0,0,0,,True,True,"R$2,200","R$8,330",R$584,R$106,"R$11,220"
647,True,,0,0,0,,True,True,R$650,"R$2,350",R$24,R$30,"R$3,054"
648,True,,0,0,0,,True,True,R$1,"R$7,200",R$0,R$92,"R$7,293"
649,True,,0,0,0,,True,True,R$450,"R$1,900",R$104,R$25,"R$2,479"
650,True,,0,0,0,,True,True,R$0,"R$3,000",R$37,R$39,"R$3,076"
651,True,,0,0,0,,True,True,R$0,"R$5,200",R$0,R$79,"R$5,279"
652,True,,0,0,0,,True,True,"R$1,159","R$3,850",R$160,R$49,"R$5,218"
653,True,,0,0,0,,True,True,R$900,"R$2,450",R$125,R$32,"R$3,507"
654,True,,0,0,0,,True,True,"R$1,250","R$2,800",R$209,R$36,"R$4,295"
655,True,,0,0,0,,True,True,R$0,"R$4,350",R$385,R$66,"R$4,801"
656,True,,0,0,0,,True,True,"R$1,900","R$2,001",R$125,R$26,"R$4,052"
657,True,,0,0,0,,True,True,R$602,"R$1,800",R$130,R$23,"R$2,555"
658,True,,0,0,0,,True,True,R$60,R$900,R$42,R$12,"R$1,014"
659,True,,0,0,0,,True,True,"R$2,000","R$12,750",R$873,R$162,"R$15,790"
660,True,,0,0,0,,True,True,"R$2,300","R$7,000",R$100,R$89,"R$9,489"
661,True,,0,0,0,,True,True,R$385,"R$2,100",R$40,R$27,"R$2,552"
662,True,,0,0,0,,True,True,"R$2,400","R$4,150","R$1,417",R$53,"R$8,020"
663,True,,0,0,0,,True,True,"R$1,890","R$12,000",R$917,R$153,"R$14,960"
664,True,,0,0,0,,True,True,R$900,"R$2,450",R$125,R$32,"R$3,507"
665,True,,0,0,0,,True,True,"R$1,800","R$2,000",R$0,R$26,"R$3,826"
666,True,,0,0,0,,True,True,R$0,"R$8,300",R$816,R$125,"R$9,241"
667,True,,0,0,0,,True,True,R$345,R$880,R$16,R$12,"R$1,253"
668,True,,0,0,0,,True,True,R$335,R$761,R$0,R$10,"R$1,106"
669,True,,0,0,0,,True,True,R$778,"R$1,200",R$84,R$16,"R$2,078"
670,True,,0,0,0,,True,True,R$0,"R$7,000",R$459,R$106,"R$7,565"
671,True,,0,0,0,,True,True,R$0,"R$4,500",R$542,R$68,"R$5,110"
672,True,,0,0,0,,True,True,R$450,"R$1,590",R$0,R$21,"R$2,061"
673,True,,0,0,0,,True,True,R$0,"R$12,000","R$5,834",R$181,"R$18,020"
674,True,,0,0,0,,True,True,R$240,"R$2,250",R$170,R$29,"R$2,689"
675,True,,0,0,0,,True,True,R$584,"R$2,300",R$50,R$30,"R$2,964"
676,True,,0,0,0,,True,True,"R$1,300","R$3,000",R$0,R$39,"R$4,339"
677,True,,0,0,0,,True,True,R$727,"R$2,000",R$24,R$26,"R$2,777"
678,True,,0,0,0,,True,True,R$938,"R$2,050",R$75,R$26,"R$3,089"
679,True,,0,0,0,,True,True,R$390,"R$3,300",R$120,R$42,"R$3,852"
680,True,,0,0,0,,True,True,R$444,"R$3,507",R$124,R$45,"R$4,120"
681,True,,0,0,0,,True,True,R$0,"R$13,000",R$500,R$196,"R$13,700"
682,True,,0,0,0,,True,True,"R$3,800","R$12,000","R$2,709",R$153,"R$18,660"
683,True,,0,0,0,,True,True,R$521,"R$3,120",R$165,R$12,"R$3,818"
684,True,,0,0,0,,True,True,R$382,"R$2,300",R$3,R$30,"R$2,715"
685,True,,0,0,0,,True,True,R$960,"R$3,300",R$109,R$42,"R$4,411"
686,True,,0,0,0,,True,True,R$0,"R$1,100",R$30,R$14,"R$1,144"
687,True,,0,0,0,,True,True,R$0,"R$3,581",R$134,R$54,"R$3,769"
688,True,,0,0,0,,True,True,R$718,"R$1,443",R$0,R$5,"R$2,166"
689,True,,0,0,0,,True,True,"R$1,600","R$3,400",R$250,R$44,"R$5,294"
690,True,,0,0,0,,True,True,R$0,"R$15,000","R$5,470",R$226,"R$20,700"
691,True,,0,0,0,,True,True,"R$1,600","R$3,500",R$234,R$45,"R$5,379"
692,True,,0,0,0,,True,True,"R$1,450","R$8,500",R$450,R$108,"R$10,510"
693,True,,0,0,0,,True,True,"R$2,192","R$4,000",R$413,R$51,"R$6,656"
694,True,,0,0,0,,True,True,R$530,"R$1,800",R$0,R$23,"R$2,353"
695,True,,0,0,0,,True,True,"R$1,746","R$2,500",R$134,R$32,"R$4,412"
696,True,,0,0,0,,True,True,"R$3,000","R$13,100","R$1,325",R$166,"R$17,590"
697,True,,0,0,0,,True,True,"R$1,296","R$3,500",R$125,R$45,"R$4,966"
698,True,,0,0,0,,True,True,"R$1,040","R$2,400",R$330,R$31,"R$3,801"
699,True,,0,0,0,,True,True,"R$1,370","R$2,500",R$264,R$32,"R$4,166"
700,True,,0,0,0,,True,True,"R$1,100","R$8,950",R$0,R$114,"R$10,160"
701,True,,0,0,0,,True,True,"R$1,700","R$6,700",R$660,R$85,"R$9,145"
702,True,,0,0,0,,True,True,R$550,"R$1,700",R$95,R$22,"R$2,367"
703,True,,0,0,0,,True,True,R$400,R$901,R$42,R$12,"R$1,355"
704,True,,0,0,0,,True,True,"R$1,150","R$6,000",R$0,R$77,"R$7,227"
705,True,,0,0,0,,True,True,R$233,"R$1,750",R$0,R$23,"R$2,006"
706,True,,0,0,0,,True,True,"R$2,494","R$7,000","R$1,438",R$89,"R$11,020"
707,True,,0,0,0,,True,True,R$0,"R$3,200",R$225,R$49,"R$3,474"
708,True,,0,0,0,,True,True,R$0,"R$4,675",R$400,R$71,"R$5,146"
709,True,,0,0,0,,True,True,R$399,"R$1,140",R$25,R$15,"R$1,579"
710,True,,0,0,0,,True,True,Sem info,"R$6,000",R$42,R$91,"R$6,133"
711,True,,0,0,0,,True,True,Sem info,"R$5,500",R$400,R$83,"R$5,983"
712,True,,0,0,0,,True,True,"R$1,865","R$4,000",R$426,R$51,"R$6,342"
713,True,,0,0,0,,True,True,R$574,"R$2,100",R$0,R$27,"R$2,701"
714,True,,0,0,0,,True,True,R$0,"R$10,000",R$9,R$151,"R$10,160"
715,True,,0,0,0,,True,True,R$300,R$700,R$100,R$9,"R$1,109"
716,True,,0,0,0,,True,True,"R$2,450","R$7,000",R$437,R$89,"R$9,976"
717,True,,0,0,0,,True,True,R$0,"R$2,000",R$147,R$31,"R$2,178"
718,True,,0,0,0,,True,True,R$0,"R$2,540",R$19,R$39,"R$2,598"
719,True,,0,0,0,,True,True,R$588,R$550,R$73,R$7,"R$1,218"
720,True,,0,0,0,,True,True,R$800,"R$2,426",R$0,R$13,"R$3,239"
721,True,,0,0,0,,True,True,R$520,"R$1,200",R$30,R$16,"R$1,766"
722,True,,0,0,0,,True,True,"R$1,154","R$5,500",R$407,R$70,"R$7,131"
723,True,,0,0,0,,True,True,R$0,"R$1,100",R$30,R$14,"R$1,144"
724,True,,0,0,0,,True,True,R$0,"R$7,900","R$1,000",R$119,"R$9,019"
725,True,,0,0,0,,True,True,R$600,"R$2,890",R$84,R$37,"R$3,611"
726,True,,0,0,0,,True,True,R$0,"R$14,000","R$1,020",R$211,"R$15,230"
727,True,,0,0,0,,True,True,R$800,"R$4,500",R$0,R$58,"R$5,358"
728,True,,0,0,0,,True,True,R$700,"R$3,000",R$133,R$39,"R$3,872"
729,True,,0,0,0,,True,True,R$0,"R$15,000","R$1,805",R$226,"R$17,030"
730,True,,0,0,0,,True,True,R$500,"R$1,900",R$92,R$25,"R$2,517"
731,True,,0,0,0,,True,True,R$0,"R$15,000",R$0,R$191,"R$15,190"
732,True,,0,0,0,,True,True,R$220,R$700,R$65,R$9,R$994
733,True,,0,0,0,,True,True,R$800,"R$3,200",R$0,R$13,"R$4,178"
734,True,,0,0,0,,True,True,R$400,"R$2,300",R$250,R$30,"R$2,980"
735,True,,0,0,0,,True,True,R$834,"R$2,000",R$148,R$26,"R$3,008"
736,True,,0,0,0,,True,True,R$275,"R$1,250",R$75,R$16,"R$1,616"
737,True,,0,0,0,,True,True,"R$1,670","R$10,500",R$84,R$134,"R$12,390"
738,True,,0,0,0,,True,True,"R$3,247","R$15,000","R$1,589",R$191,"R$20,030"
739,True,,0,0,0,,True,True,R$760,"R$5,500",R$142,R$70,"R$6,472"
740,True,,0,0,0,,True,True,"R$2,238","R$5,620",R$725,R$72,"R$8,655"
741,True,,0,0,0,,True,True,R$400,"R$1,914",R$24,R$25,"R$2,363"
742,True,,0,0,0,,True,True,R$0,"R$2,501",R$163,R$38,"R$2,702"
743,True,,0,0,0,,True,True,R$740,"R$3,100",R$115,R$40,"R$3,995"
744,True,,0,0,0,,True,True,R$270,R$870,R$9,R$12,"R$1,161"
745,True,,0,0,0,,True,True,"R$2,100","R$5,391",R$569,R$22,"R$8,082"
746,True,,0,0,0,,True,True,"R$1,323","R$7,500",R$468,R$96,"R$9,387"
747,True,,0,0,0,,True,True,R$0,"R$10,120",R$475,R$153,"R$10,740"
748,True,,0,0,0,,True,True,R$600,"R$1,300",R$0,R$17,"R$1,917"
749,True,,0,0,0,,True,True,R$250,"R$1,305",R$0,R$17,"R$1,572"
750,True,,0,0,0,,True,True,R$650,"R$2,800",R$209,R$36,"R$3,695"
751,True,,0,0,0,,True,True,R$920,"R$1,700",R$0,R$22,"R$2,642"
752,True,,0,0,0,,True,True,R$340,"R$2,500",R$79,R$32,"R$2,951"
753,True,,0,0,0,,True,True,R$290,"R$2,500",R$0,R$32,"R$2,822"
754,True,,0,0,0,,True,True,R$484,"R$1,800",R$135,R$23,"R$2,442"
755,True,,0,0,0,,True,True,R$886,"R$8,850",R$0,R$113,"R$9,849"
756,True,,0,0,0,,True,True,R$842,"R$2,000",R$95,R$26,"R$2,963"
757,True,,0,0,0,,True,True,R$0,R$972,R$0,R$15,R$987
758,True,,0,0,0,,True,True,"R$2,270","R$4,675","R$1,110",R$60,"R$8,115"
759,True,,0,0,0,,True,True,R$0,"R$4,500",R$414,R$68,"R$4,982"
760,True,,0,0,0,,True,True,"R$3,500","R$15,000","R$1,417",R$191,"R$20,110"
761,True,,0,0,0,,True,True,R$620,"R$3,500",R$92,R$45,"R$4,257"
762,True,,0,0,0,,True,True,R$0,"R$2,500",R$0,R$21,"R$2,521"
763,True,,0,0,0,,True,True,Sem info,"R$1,120",R$277,R$15,"R$1,412"
764,True,,0,0,0,,True,True,R$942,"R$6,000",R$229,R$77,"R$7,248"
765,True,,0,0,0,,True,True,Incluso,"R$2,060",R$0,R$27,"R$2,087"
766,True,,0,0,0,,True,True,"R$2,143","R$5,800",R$371,R$74,"R$8,388"
767,True,,0,0,0,,True,True,"R$2,184","R$6,500",R$858,R$83,"R$9,625"
